"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"BatteryTest1","1067.000","11.293","7.500","999.90"
"BatteryTest1","1068.000","11.289","7.500","999.90"
"BatteryTest1","1069.000","11.277","7.500","999.90"
"BatteryTest1","1070.000","11.265","7.500","999.90"
"BatteryTest1","1071.000","11.258","7.500","999.90"
"BatteryTest1","1072.000","11.250","7.500","999.90"
"BatteryTest1","1073.000","11.242","7.500","999.90"
"BatteryTest1","1074.000","11.234","7.500","999.90"
"BatteryTest1","1075.000","11.226","7.500","999.90"
"BatteryTest1","1076.000","11.218","7.500","999.90"
"BatteryTest1","1077.000","11.210","7.500","999.90"
"BatteryTest1","1078.000","11.199","7.500","999.90"
"BatteryTest1","1079.000","11.191","7.500","999.90"
"BatteryTest1","1080.000","11.179","7.500","999.90"
"BatteryTest1","1081.000","11.167","7.500","999.90"
"BatteryTest1","1082.000","11.155","7.500","999.90"
"BatteryTest1","1083.000","11.148","7.500","999.90"
"BatteryTest1","1084.000","11.140","7.500","999.90"
"BatteryTest1","1085.000","11.132","7.500","999.90"
"BatteryTest1","1086.000","11.124","7.500","999.90"
"BatteryTest1","1087.000","11.116","7.500","999.90"
"BatteryTest1","1088.000","11.104","7.500","999.90"
"BatteryTest1","1089.000","11.093","7.500","999.90"
"BatteryTest1","1090.000","11.089","7.500","999.90"
"BatteryTest1","1091.000","11.081","7.500","999.90"
"BatteryTest1","1092.000","11.069","7.500","999.90"
"BatteryTest1","1093.000","11.053","7.500","999.90"
"BatteryTest1","1094.000","11.046","7.500","999.90"
"BatteryTest1","1095.000","11.038","7.500","999.90"
"BatteryTest1","1096.000","11.030","7.500","999.90"
"BatteryTest1","1097.000","11.022","7.500","999.90"
"BatteryTest1","1098.000","11.010","7.500","999.90"
"BatteryTest1","1099.000","10.998","7.500","999.90"
"BatteryTest1","1100.000","10.991","7.500","999.90"
"BatteryTest1","1101.000","10.979","7.500","999.90"
"BatteryTest1","1102.000","10.967","7.500","999.90"
"BatteryTest1","1103.000","10.959","7.500","999.90"
"BatteryTest1","1104.000","10.944","7.500","999.90"
"BatteryTest1","1105.000","10.936","7.500","999.90"
"BatteryTest1","1106.000","10.932","7.500","999.90"
"BatteryTest1","1107.000","10.920","7.500","999.90"
"BatteryTest1","1108.000","10.908","7.500","999.90"
"BatteryTest1","1109.000","10.896","7.500","999.90"
"BatteryTest1","1110.000","10.885","7.500","999.90"
"BatteryTest1","1111.000","10.873","7.500","999.90"
"BatteryTest1","1112.000","10.861","7.500","999.90"
"BatteryTest1","1113.000","10.849","7.500","999.90"
"BatteryTest1","1114.000","10.845","7.500","999.90"
"BatteryTest1","1115.000","10.834","7.500","999.90"
"BatteryTest1","1116.000","10.814","7.500","999.90"
"BatteryTest1","1117.000","10.802","7.500","999.90"
"BatteryTest1","1118.000","10.790","7.500","999.90"
"BatteryTest1","1119.000","10.779","7.500","999.90"
"BatteryTest1","1120.000","10.767","7.500","999.90"
"BatteryTest1","1121.000","10.755","7.500","999.90"
"BatteryTest1","1122.000","10.747","7.500","999.90"
"BatteryTest1","1123.000","10.743","7.500","999.90"
"BatteryTest1","1124.000","10.724","7.500","999.90"
"BatteryTest1","1125.000","10.712","7.500","999.90"
"BatteryTest1","1126.000","10.696","7.500","999.90"
"BatteryTest1","1127.000","10.684","7.500","999.90"
"BatteryTest1","1128.000","10.673","7.500","999.90"
"BatteryTest1","1129.000","10.661","7.500","999.90"
"BatteryTest1","1130.000","10.653","7.500","999.90"
"BatteryTest1","1131.000","10.637","7.500","999.90"
"BatteryTest1","1132.000","10.618","7.500","999.90"
"BatteryTest1","1133.000","10.614","7.500","999.90"
"BatteryTest1","1134.000","10.598","7.500","999.90"
"BatteryTest1","1135.000","10.582","7.500","999.90"
"BatteryTest1","1136.000","10.579","7.500","999.90"
"BatteryTest1","1137.000","10.563","7.500","999.90"
"BatteryTest1","1138.000","10.543","7.500","999.90"
"BatteryTest1","1139.000","10.527","7.500","999.90"
"BatteryTest1","1140.000","10.512","7.500","999.90"
"BatteryTest1","1141.000","10.496","7.500","999.90"
,,,,
